Species,Relative_Abundance
Paenibacillus sp. FSL W8-0426,0
Paenibacillus sp. N3/727,0
Paenibacillus sp. FSL R7-0216,0
Paenibacillus sp. BIC5C1,0
Paenibacillus sp. FSL R7-0272,0
Paenibacillus sp. FSL E2-0178,0
Paenibacillus sp. RUD330,0
Paenibacillus sp. FSL R10-2734,0
Paenibacillus sp. HWE-109,0
Paenibacillus sp. FSL W8-0186,0
Paenibacillus sp. FSL H8-0537,0
Paenibacillus sp. RC67,0
Paenibacillus sp. IHB B 3084,0
Paenibacillus sp. IHBB 10380,0
Paenibacillus sp. JNUCC-31,0
Paenibacillus sp. sptzw28,0
Paenibacillus sp. D2_2,0
Paenibacillus sp. FSL P2-0089,0
Paenibacillus sp. YPG26,0
Paenibacillus sp. FSL K6-0276,0
Paenibacillus sp. FSL H7-0357,0
Paenibacillus sp. PAMC21692,0
Paenibacillus sp. FSL R7-0337,0
Paenibacillus sp. FSL R5-0912,0
Paenibacillus sp. FSL L8-0435,0
Paenibacillus sp. G2S3,0
Paenibacillus sp. FSL R5-0623,0
Paenibacillus sp. 37,0
Paenibacillus sp. FSL R5-0636,0
Paenibacillus sp. 481,0
Paenibacillus sp. FSL H8-0079,0
Paenibacillus sp. FSL H7-0350,0
Paenibacillus sp. FSL R5-0701,0
Paenibacillus sp. DCT19,0
Paenibacillus sp. FSL R5-0341,0
Paenibacillus sp. BR1-192,0
Paenibacillus sp. FSL E2-0151,0
Paenibacillus sp. FSL F4-0100,0
Paenibacillus sp. FSL L8-0436,0
Paenibacillus sp. FSL k6-2145,0
Paenibacillus sp. FSL R10-2782,0
Paenibacillus sp. FSL R5-0519,0
Paenibacillus sp. FSL E2-0201,0
Paenibacillus sp. M-152,0
Paenibacillus sp. JZ16,0
Paenibacillus sp. CC-CFT742,0
Paenibacillus sp. FSL P2-0136,0
Paenibacillus sp. FSL K6-1330,0
Paenibacillus sp. FSL F4-0243,0
Paenibacillus sp. FSL M7-0896,0
Paenibacillus sp. FSL H7-0940,0
Paenibacillus sp. KACC 21273,0
Paenibacillus sp. FSL K6-1318,0
Paenibacillus sp. FSL W7-1088,0
Paenibacillus sp. FSL R5-0744,0
Paenibacillus sp. FSL H3-0457,0
Paenibacillus sp. FSL R10-2778,0
Paenibacillus sp. FSL W8-1187,0
Paenibacillus sp. FSL R10-2796,0
Paenibacillus sp. JNUCC32,0
Paenibacillus sp. FSL L8-0638,0
Paenibacillus sp. FSL P4-0081,0
Paenibacillus sp. FSL H7-0442,0
Paenibacillus sp. lzh-N1,0
Paenibacillus sp. FSL R5-0713,0
Paenibacillus sp. FSL R5-0749,0
Paenibacillus sp. LX16,0
Paenibacillus sp. FSL W8-0187,0
Paenibacillus sp. FSL E2-0202,0
Paenibacillus sp. Y5S-9,0
Paenibacillus sp. E222,0
Paenibacillus sp. FSL K6-1122,0
Paenibacillus sp. FSL R5-0490,0
Paenibacillus sp. B01,0
Paenibacillus sp. FSL R5-0345,0
Paenibacillus sp. FSL R7-0313,0
Paenibacillus sp. FSL H8-0168,0
Paenibacillus sp. FSL R5-0766,0
Paenibacillus sp. FSL H8-0457,0
Paenibacillus sp. FSL L8-0502,0
Paenibacillus sp. PK1-4R,0
Paenibacillus sp. Cedars,0
Paenibacillus sp. FSL H8-0259,0
Paenibacillus sp. FSL H7-0737,0
Paenibacillus sp. PK4536,0
Paenibacillus sp. FSL R5-0517,0
Paenibacillus sp. FSL W7-1279,0
Paenibacillus sp. FSL H7-0690,0
Paenibacillus sp. FSL R7-0189,0
Paenibacillus sp. FSL P2-0121,0
Paenibacillus sp. DR312,0
Paenibacillus sp. FSL L8-0158,0
Paenibacillus sp. FSL R5-0470,0
Paenibacillus sp. FSL R5-0486,0
Paenibacillus sp. FSL R5-0928,0
Paenibacillus sp. FSL P4-0176,0
Paenibacillus sp. FSL W7-1332,0
Paenibacillus sp. RC334,0
Paenibacillus sp. S02,0
Paenibacillus sp. FSL E2-0230,0
Paenibacillus sp. FSL H3-0302,0
Paenibacillus sp. FSL E2-0190,0
Paenibacillus sp. FSL H7-0943,0
Paenibacillus sp. FSL H3-0329,0
Paenibacillus sp. S25,0
Paenibacillus sp. FSL E2-0274,0
Paenibacillus polymyxa,0
Paenibacillus sonchi,0
Paenibacillus riograndensis,0
Paenibacillus mucilaginosus,0
Paenibacillus beijingensis,0
Paenibacillus donghaensis,0
Paenibacillus macerans,0
Paenibacillus bovis,0
Paenibacillus dendritiformis,0
Paenibacillus baekrokdamisoli,0
Paenibacillus lutimineralis,0
Paenibacillus azoreducens,0
Paenibacillus stellifer,0
Paenibacillus elgii,0
Paenibacillus lycopersici,0
Paenibacillus urinalis,0
Paenibacillus jilunlii,0
Paenibacillus aurantius,0
Paenibacillus naphthalenovorans,0
Paenibacillus cellulosilyticus,0
Paenibacillus guangzhouensis,0
Paenibacillus hunanensis,0
Paenibacillus konkukensis,0
Paenibacillus graminis,0
Paenibacillus swuensis,0
Paenibacillus durus,0
Paenibacillus chitinolyticus,0
Paenibacillus psychroresistens,0
Paenibacillus agaridevorans,0
Paenibacillus lentus,0
Paenibacillus alvei,0
Paenibacillus larvae,0
Paenibacillus thiaminolyticus,0
Paenibacillus yonginensis,0
Paenibacillus pabuli,0
Paenibacillus polygoni,0
Paenibacillus sophorae,0
Paenibacillus algicola,0
Paenibacillus borealis,0
Paenibacillus terrae,0
Paenibacillus ihbetae,0
Paenibacillus andongensis,0
Paenibacillus tritici,0
Paenibacillus protaetiae,0
Paenibacillus sabinae,0
Paenibacillus peoriae,0
Paenibacillus albicereus,0
Paenibacillus spongiae,0
Paenibacillus cellulositrophicus,0
Paenibacillus tianjinensis,0
Paenibacillus typhae,0
Paenibacillus crassostreae,0
Paenibacillus barcinonensis,0
Paenibacillus rhizovicinus,0
Paenibacillus silvisoli,0
Paenibacillus albus,0
Paenibacillus antarcticus,0
Paenibacillus physcomitrellae,0
Paenibacillus nuruki,0
Paenibacillus woosongensis,0
Paenibacillus kyungheensis,0
Paenibacillus amylolyticus,0
Paenibacillus kribbensis,0
Paenibacillus marchantiae,0
Paenibacillus brasilensis,0
Paenibacillus lautus,0
Paenibacillus uliginis,0
Paenibacillus xylanilyticus,0
Paenibacillus tundrae,0
Paenibacillus glucanolyticus,0
Paenibacillus xylanexedens,0
Paenibacillus odorifer,0
Brevibacillus brevis,0
Brevibacillus ruminantium,0
Brevibacillus sp. WF146,0
Brevibacillus sp. FSL K6-2834,0
Brevibacillus sp. HD3.3A,0
Brevibacillus sp. NSP2.1,0
Brevibacillus sp. DP1.3A,0
Brevibacillus sp. JNUCC-41,0
Brevibacillus sp. 7WMA2,0
Brevibacillus sp. FSL K6-6036,0
Brevibacillus composti,0
Brevibacillus humidisoli,0
Brevibacillus choshinensis,0
Brevibacillus laterosporus,0
Brevibacillus marinus,0
Brevibacillus parabrevis,0
Brevibacillus aydinogluensis,0
Brevibacillus formosus,0
Brevibacillus agri,0
Brevibacillus borstelensis,0
Cohnella cholangitidis,0
Cohnella sp. LGH,0
Cohnella herbarum,0
Cohnella abietis,0
Cohnella candidum,0
Aneurinibacillus uraniidurans,0
Aneurinibacillus soli,0
Aneurinibacillus sp. Ricciae_BoGa-3,0
Aneurinibacillus sp. XH2,0
Aneurinibacillus thermoaerophilus,0
Thermobacillus composti,0
Saccharibacillus brassicae,0
Staphylococcus pseudintermedius,0
Staphylococcus delphini,0
Staphylococcus aureus,0
Staphylococcus sp. IVB6181,0
Staphylococcus sp. MI 10-1553,0
Staphylococcus sp. 17KM0847,0
Staphylococcus sp. SB1-57,0
Staphylococcus sp. 11-B-312,0
Staphylococcus sp. CDC25,0
Staphylococcus felis,0
Staphylococcus cohnii,0
Staphylococcus saccharolyticus,0
Staphylococcus saprophyticus,0
Staphylococcus pseudoxylosus,0
Staphylococcus epidermidis,0
Staphylococcus capitis,0
Staphylococcus haemolyticus,0
Staphylococcus xylosus,0
Staphylococcus hsinchuensis,0
Staphylococcus piscifermentans,0
Staphylococcus ratti,0
Staphylococcus debuckii,0
Staphylococcus lutrae,0
Staphylococcus chromogenes,0
Staphylococcus hominis,0
Staphylococcus hyicus,0
Staphylococcus simulans,0
Staphylococcus devriesei,0
Staphylococcus edaphicus,0
Staphylococcus arlettae,0
Staphylococcus rostri,0
Staphylococcus kloosii,0
Staphylococcus nepalensis,0
Staphylococcus simiae,0
Staphylococcus lloydii,0
Staphylococcus carnosus,0
Staphylococcus coagulans,0
Staphylococcus lugdunensis,0
Staphylococcus casei,0
Staphylococcus shinii,0
Staphylococcus warneri,0
Staphylococcus pasteuri,0
Staphylococcus succinus,0
Staphylococcus gallinarum,0
Staphylococcus pettenkoferi,0
Staphylococcus condimenti,0
Staphylococcus schleiferi,0
Staphylococcus auricularis,0
Staphylococcus equorum,0
Staphylococcus caprae,0
Staphylococcus agnetis,0
Staphylococcus muscae,0
Staphylococcus argenteus,0
Staphylococcus schweitzeri,0
Mammaliicoccus sciuri,0
Mammaliicoccus lentus,0
Mammaliicoccus vitulinus,0
Mammaliicoccus stepanovicii,0
Mammaliicoccus sp. Dog046,0
Mammaliicoccus sp. Marseille-Q6498,0
Macrococcus bovicus,0
Macrococcus armenti,0
Macrococcus equipercicus,0
Macrococcus brunensis,0
Macrococcus epidermidis,0
Macrococcus sp. IME1552,0
Macrococcoides canis,0
Macrococcoides caseolyticum,0
Macrococcoides bohemicum,0
Jeotgalicoccus sp. WY2,0
Jeotgalicoccus sp. ATCC 8456,0
Jeotgalicoccus saudimassiliensis,0
Salinicoccus sp. Bachu38,0
Salinicoccus halodurans,0
Nosocomiicoccus ampullae,0
Nosocomiicoccus massiliensis,0
Sporosarcina sp. B2O-1,0
Sporosarcina sp. FSL K6-2383,0
Sporosarcina sp. FSL K6-3508,0
Sporosarcina sp. Marseille-Q4063,0
Sporosarcina sp. 0.2-SM1T-5,0
Sporosarcina sp. Marseille-Q4943,0
Sporosarcina sp. Te-1,0
Sporosarcina sp. FSL K6-1522,0
Sporosarcina sp. FSL W8-0480,0
Sporosarcina sp. PTS2304,0
Sporosarcina sp. P33,0
Sporosarcina sp. T2O-4,0
Sporosarcina sp. resist,0
Sporosarcina sp. P37,0
Sporosarcina sp. FSL K6-1540,0
Sporosarcina ureae,0
Sporosarcina ureilytica,0
Sporosarcina thermotolerans,0
Sporosarcina pasteurii,0
Sporosarcina psychrophila,0
Planococcus sp. 107-1,0
Planococcus sp. PAMC 21323,0
Planococcus sp. N056,0
Planococcus sp. MB-3u-03,0
Planococcus sp. N022,0
Planococcus sp. N016,0
Planococcus lenghuensis,0
Planococcus maritimus,0
Planococcus halotolerans,0
Planococcus massiliensis,0
Planococcus halocryophilus,0
Planococcus plakortidis,0
Planococcus donghaensis,0
Planococcus glaciei,0
Planococcus antarcticus,0
Planococcus rifietoensis,0
Planococcus versutus,0
Planococcus faecalis,0
Planococcus kocurii,0
Solibacillus sp. FSL R5-0691,0
Solibacillus sp. R5-41,0
Solibacillus sp. FSL H8-0523,0
Solibacillus sp. FSL W8-0372,0
Solibacillus sp. FSL W7-1472,0
Solibacillus sp. FSL K6-1781,0
Solibacillus sp. FSL R5-0449,0
Solibacillus daqui,0
Solibacillus silvestris,0
Ureibacillus sp. FSL K6-8385,0
Ureibacillus sp. FSL K6-0786,0
Ureibacillus sp. FSL K6-3587,0
Ureibacillus sp. FSL W7-1570,0
Ureibacillus thermophilus,0
Ureibacillus thermosphaericus,0
Paenisporosarcina sp. FSL H8-0542,0
Paenisporosarcina antarctica,0
Paenisporosarcina cavernae,0
Kurthia sp. 11kri321,0
Kurthia sp. YJT4,0
Kurthia zopfii,0
Kurthia gibsonii,0
Metasolibacillus sp. FSL K6-0083,0
Metasolibacillus sp. FSL H7-0170,0
Viridibacillus sp. JNUCC-6,0
Chryseomicrobium sp. FSL W7-1435,0
Rummeliibacillus sp. G93,0
Rummeliibacillus stabekisii,0
Bhargavaea beijingensis,0
Listeria innocua,0
Listeria monocytogenes,0
Listeria newyorkensis,0
Listeria ivanovii,0
Listeria welshimeri,0
Listeria seeligeri,0
Listeria grayi,0
Listeria sp. PSOL-1,0
Listeria weihenstephanensis,0
Brochothrix thermosphacta,0
Kroppenstedtia eburnea,0
Kroppenstedtia pulmonis,0
Polycladomyces abyssicola,0
Laceyella sacchari,0
Thermoactinomyces vulgaris,0
Staphylospora marina,0
Novibacillus thermophilus,0
Alicyclobacillus sp. ALC3,0
Alicyclobacillus sp. TC,0
Alicyclobacillus sp. SO9,0
Alicyclobacillus acidocaldarius,0
Alicyclobacillus fastidiosus,0
Alicyclobacillus dauci,0
Alicyclobacillus acidoterrestris,0
Alicyclobacillus mengziensis,0
Alicyclobacillus cycloheptanicus,0
Effusibacillus dendaii,0
Tumebacillus avium,0
Tumebacillus algifaecis,0
Kyrpidia spormannii,0
Kyrpidia tusciae,0
Gemella sanguinis,0
Gemella sp. zg-570,0
Gemella sp. ND 6198,0
Gemella sp. oral taxon 928,0
Gemella haemolysans,0
Gemella morbillorum,0
Exiguobacterium sp. N4-1P,0
Exiguobacterium sp. 9-2,0
Exiguobacterium sp. Helios,0
Exiguobacterium sp. AT1b,0
Exiguobacterium sp. MH3,0
Exiguobacterium sp. PFWT01,0
Exiguobacterium sp. ZWU0009,0
Exiguobacterium sibiricum,0
Exiguobacterium profundum,0
Exiguobacterium antarcticum,0
Exiguobacterium alkaliphilum,0
Exiguobacterium acetylicum,0
Exiguobacterium mexicanum,0
Exiguobacterium marinum,0
Exiguobacterium aurantiacum,0
Hydrogenibacillus sp. N12,0
Sporolactobacillus terrae,0
Pullulanibacillus sp. KACC 23026,0
Abyssicoccus albus,0
Streptococcus sp. NCTC 11567,0
Streptococcus sp. Marseille-Q3533,0
Streptococcus sp. A12,0
Streptococcus sp. D7B5,0
Streptococcus sp. oral taxon 431,0
Streptococcus sp. Marseille-Q6470,0
Streptococcus sp. 29892,0
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006,0
Streptococcus sp. HN38,0
Streptococcus sp. oral taxon 061,0
Streptococcus sp. LPB0220,0
Streptococcus sp. S1,0
Streptococcus sp. S5,0
Streptococcus sp. 116-D4,0
Streptococcus sp. SP4011,0
Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A,0
Streptococcus sp. zg-86,0
Streptococcus sp. 29887,0
Streptococcus sp. DAT741,0
Streptococcus sp. NPS 308,0
Streptococcus sp. 29896,0
Streptococcus sp. KS 6,0
Streptococcus sp. FSL W8-0197,0
Streptococcus sp. 1643,0
Streptococcus sp. NSJ-72,0
Streptococcus sp. oral taxon 064,0
Streptococcus sp. FSL W7-1342,0
Streptococcus sp. FDAARGOS_192,0
Streptococcus sp. FSL R7-0248,0
Streptococcus sp. FSL K6-1323,0
Streptococcus sp. 'group B',0
Streptococcus sp. FDAARGOS_522,0
Streptococcus suis,1e-4
Streptococcus ilei,1e-4
Streptococcus acidominimus,0
Streptococcus sanguinis,0
Streptococcus pluranimalium,0
Streptococcus anginosus,0
Streptococcus intermedius,0
Streptococcus constellatus,0
Streptococcus koreensis,0
Streptococcus equi,0
Streptococcus dysgalactiae,0
Streptococcus rubneri,0
Streptococcus pasteurianus,0
Streptococcus mitis,0
Streptococcus pneumoniae,0
Streptococcus oralis,0
Streptococcus gordonii,0
Streptococcus australis,0
Streptococcus parasanguinis,0
Streptococcus agalactiae,0
Streptococcus salivarius,0
Streptococcus equinus,0
Streptococcus parauberis,0
Streptococcus ratti,0
Streptococcus lactarius,0
Streptococcus pyogenes,0
Streptococcus oriscaviae,0
Streptococcus porcinus,0
Streptococcus canis,0
Streptococcus iniae,0
Streptococcus thermophilus,0
Streptococcus pantholopis,0
Streptococcus cristatus,0
Streptococcus parasuis,0
Streptococcus lutetiensis,0
Streptococcus uberis,0
Streptococcus didelphis,0
Streptococcus chenjunshii,0
Streptococcus mutans,0
Streptococcus himalayensis,0
Streptococcus urinalis,0
Streptococcus pseudoporcinus,0
Streptococcus toyakuensis,0
Streptococcus infantis,0
Streptococcus gwangjuense,0
Streptococcus merionis,0
Streptococcus gallolyticus,0
Streptococcus marmotae,0
Streptococcus respiraculi,0
Streptococcus halotolerans,0
Streptococcus troglodytae,0
Streptococcus sobrinus,0
Streptococcus milleri,0
Streptococcus alactolyticus,0
Streptococcus ferus,0
Streptococcus pseudopneumoniae,0
Streptococcus halichoeri,0
Streptococcus infantarius,0
Streptococcus vestibularis,0
Streptococcus ruminicola,0
Streptococcus ruminantium,0
Streptococcus periodonticum,0
Streptococcus macedonicus,0
Lactococcus lactis,0
Lactococcus cremoris,0
Lactococcus garvieae,0
Lactococcus formosensis,0
Lactococcus paracarnosus,0
Lactococcus raffinolactis,0
Lactococcus sp. NH2-7C,0
Lactococcus sp. bn62,0
Lactococcus sp. LG606,0
Lactococcus sp. LG1267,0
Lactococcus allomyrinae,0
Lactococcus taiwanensis,0
Lactococcus petauri,0
Lactococcus piscium,0
Lactococcus carnosus,0
Lactococcus protaetiae,0
Floricoccus penangensis,0
Enterococcus faecium,3e-4
Enterococcus faecalis,1e-4
Enterococcus sp. DIV2402,0
Enterococcus sp. FDAARGOS_375,0
Enterococcus sp. 9E7_DIV0242,0
Enterococcus sp. DIV0849a,0
Enterococcus sp. 7F3_DIV0205,0
Enterococcus sp. 12C11_DIV0727,0
Enterococcus sp. DIV1094,0
Enterococcus sp. 9D6_DIV0238,0
Enterococcus sp. CR-Ec1,0
Enterococcus sp. M190262,0
Enterococcus sp. FZMF,0
Enterococcus sp. LX10,0
Enterococcus cecorum,1e-4
Enterococcus casseliflavus,0
uncultured Enterococcus sp.,0
Enterococcus raffinosus,0
Enterococcus avium,0
Enterococcus mundtii,0
Enterococcus hirae,0
Enterococcus gilvus,0
Enterococcus montenegrensis,0
Enterococcus saccharolyticus,0
Enterococcus thailandicus,0
Enterococcus wangshanyuanii,0
Enterococcus durans,0
Enterococcus rotai,0
Enterococcus saigonensis,0
Enterococcus dispar,0
Enterococcus gallinarum,0
Enterococcus innesii,0
Enterococcus lactis,0
Vagococcus fluvialis,0
Vagococcus carniphilus,0
Vagococcus sp. B2T-5,0
Vagococcus sp. CY52-2,0
Vagococcus lutrae,0
Vagococcus luciliae,0
Vagococcus coleopterorum,0
Vagococcus intermedius,0
Vagococcus zengguangii,0
Vagococcus hydrophili,0
Vagococcus xieshaowenii,0
Vagococcus teuberi,0
Vagococcus penaei,0
Tetragenococcus halophilus,0
Tetragenococcus osmophilus,0
Tetragenococcus koreensis,0
Melissococcus plutonius,0
Lactobacillus sp. PV034,0
Lactobacillus sp. IBH004,0
Lactobacillus sp. ESL0677,0
Lactobacillus sp. CBA3606,0
Lactobacillus sp. PV037,0
Lactobacillus sp. CBA3605,0
Lactobacillus sp. 3B(2020),0
Lactobacillus sp. ESL0680,0
Lactobacillus sp. ESL0785,0
Lactobacillus sp. PV012,0
Lactobacillus sp. wkB8,0
Lactobacillus delbrueckii,0
Lactobacillus intestinalis,0
Lactobacillus johnsonii,0
Lactobacillus amylovorus,0
Lactobacillus panisapium,0
Lactobacillus amylolyticus,0
Lactobacillus crispatus,0
Lactobacillus gasseri,0
Lactobacillus helveticus,0
Lactobacillus helsingborgensis,0
Lactobacillus acidophilus,0
Lactobacillus kullabergensis,0
Lactobacillus ultunensis,0
Lactobacillus apis,0
Lactobacillus taiwanensis,0
Lactobacillus xylocopicola,0
Lactobacillus jensenii,0
Lactobacillus paragasseri,0
Lactobacillus kefiranofaciens,0
Lactobacillus isalae,0
Lactobacillus iners,0
Lactobacillus acetotolerans,0
Lactobacillus terrae,0
Ligilactobacillus salivarius,0
Ligilactobacillus ruminis,0
Ligilactobacillus agilis,0
Ligilactobacillus animalis,0
Ligilactobacillus murinus,0
Ligilactobacillus aviarius,0
Ligilactobacillus acidipiscis,0
Ligilactobacillus cholophilus,0
Ligilactobacillus saerimneri,0
Ligilactobacillus faecis,0
Limosilactobacillus reuteri,0
Limosilactobacillus fermentum,0
Limosilactobacillus mucosae,0
Limosilactobacillus oris,0
Limosilactobacillus vaginalis,0
Limosilactobacillus panis,0
Limosilactobacillus gastricus,0
Limosilactobacillus pontis,0
Limosilactobacillus portuensis,0
Limosilactobacillus frumenti,0
Lacticaseibacillus paracasei,0
Lacticaseibacillus rhamnosus,0
Lacticaseibacillus pantheris,0
Lacticaseibacillus manihotivorans,0
Lacticaseibacillus chiayiensis,0
Lacticaseibacillus casei,0
Lacticaseibacillus pabuli,0
Lacticaseibacillus zeae,0
Lacticaseibacillus sp. NCIMB 15471,0
Leuconostoc mesenteroides,0
Leuconostoc lactis,0
Leuconostoc gasicomitatum,0
Leuconostoc gelidum,0
Leuconostoc citreum,0
Leuconostoc pseudomesenteroides,0
Leuconostoc falkenbergense,0
Leuconostoc carnosum,0
Leuconostoc kimchii,0
Leuconostoc sp. MTCC 10508,0
Leuconostoc sp. C2,0
Leuconostoc garlicum,0
Weissella soli,0
Weissella paramesenteroides,0
Weissella confusa,0
Weissella ceti,0
Weissella jogaejeotgali,0
Weissella cibaria,0
Weissella viridescens,0
Weissella diestrammenae,0
Weissella coleopterorum,0
Weissella koreensis,0
Lactiplantibacillus plantarum,0
Lactiplantibacillus pentosus,0
Lactiplantibacillus carotarum,0
Lactiplantibacillus paraplantarum,0
Lactiplantibacillus argentoratensis,0
Companilactobacillus alimentarius,0
Companilactobacillus farciminis,0
Companilactobacillus paralimentarius,0
Companilactobacillus ginsenosidimutans,0
Companilactobacillus zhachilii,0
Companilactobacillus futsaii,0
Companilactobacillus heilongjiangensis,0
Companilactobacillus allii,0
Companilactobacillus pabuli,0
Companilactobacillus crustorum,0
Fructilactobacillus fructivorans,0
Fructilactobacillus lindneri,0
Fructilactobacillus hinvesii,0
Fructilactobacillus cliffordii,0
Fructilactobacillus sanfranciscensis,0
Fructilactobacillus myrtifloralis,0
Fructilactobacillus ixorae,0
Fructilactobacillus carniphilus,0
Lentilactobacillus buchneri,0
Lentilactobacillus hilgardii,0
Lentilactobacillus curieae,0
Lentilactobacillus parabuchneri,0
Lentilactobacillus laojiaonis,0
Lentilactobacillus kefiri,0
Latilactobacillus curvatus,0
Latilactobacillus sakei,0
Latilactobacillus fuchuensis,0
Latilactobacillus graminis,0
Levilactobacillus brevis,0
Levilactobacillus zymae,0
Levilactobacillus namurensis,0
Levilactobacillus suantsaii,0
Levilactobacillus koreensis,0
Pediococcus inopinatus,0
Pediococcus acidilactici,0
Pediococcus pentosaceus,0
Pediococcus claussenii,0
Pediococcus damnosus,0
Pediococcus sp. AC40,0
Paucilactobacillus oligofermentans,0
Paucilactobacillus nenjiangensis,0
Paucilactobacillus hokkaidonensis,0
Loigolactobacillus backii,0
Loigolactobacillus bifermentans,0
Loigolactobacillus coryniformis,0
Liquorilactobacillus nagelii,0
Liquorilactobacillus hordei,0
Liquorilactobacillus mali,0
Oenococcus oeni,0
Oenococcus sicerae,0
Oenococcus kitaharae,0
Xylocopilactobacillus apicola,0
Xylocopilactobacillus apis,0
Periweissella cryptocerci,0
Secundilactobacillus paracollinoides,0
Secundilactobacillus malefermentans,0
Apilactobacillus kunkeei,0
Apilactobacillus bombintestini,0
Apilactobacillus apinorum,0
Apilactobacillus apisilvae,0
Bombilactobacillus bombi,0
Bombilactobacillus folatiphilus,0
Bombilactobacillus thymidiniphilus,0
Schleiferilactobacillus harbinensis,0
Fructobacillus americanaquae,0
Nicoliella spurrieriana,0
Furfurilactobacillus rossiae,0
Acetilactobacillus jinshanensis,0
Amylolactobacillus amylophilus,0
Lapidilactobacillus dextrinicus,0
Granulicatella adiacens,0
Granulicatella elegans,0
uncultured Trichococcus sp.,0
Trichococcus shcherbakoviae,0
Trichococcus flocculiformis,0
Carnobacterium maltaromaticum,0
Carnobacterium sp. 17-4,0
Carnobacterium sp. CS13,0
Carnobacterium sp. CP1,0
Carnobacterium viridans,0
Carnobacterium divergens,0
Carnobacterium inhibens,0
Jeotgalibaca ciconiae,0
Jeotgalibaca porci,0
Jeotgalibaca sp. MA1X17-3,0
Jeotgalibaca sp. PTS2502,0
Jeotgalibaca dankookensis,0
Jeotgalibaca arthritidis,0
Desemzia incerta,0
Dolosigranulum pigrum,0
Marinilactibacillus sp. 15R,0
Aerococcus christensenii,0
Aerococcus sanguinicola,0
Aerococcus urinaehominis,0
Aerococcus mictus,0
Aerococcus viridans,0
Aerococcus tenax,0
Aerococcus sp. Group 1,0
Aerococcus urinaeequi,0
Aerococcus loyolae,0
Aerococcus urinae,0
Globicatella sp. PHS-GS-PNBC-21-1553,0
Globicatella sanguinis,0
Ignavigranum ruoffiae,0
Abiotrophia defectiva,0
Fundicoccus culcitae,0
Facklamia hominis,0
Suicoccus acidiformans,0
Ruoffia tabacinasalis,0
Peptoniphilus ivorii,0
Peptoniphilus harei,0
Peptoniphilus equinus,0
Peptonophilus genitalis,0
Parvimonas micra,0
Anaerococcus vaginalis,0
