"","Kingdom","Phylum","Class","Order","Family","Genus","Species","sa1"
"169679","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__saccharobutylicum",1802
"36845","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__intestinale",1708
"1520","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__beijerinckii",1702
"704125","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__gelidum",1683
"1493","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__cellulovorans",1523
"1548","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__scatologenes",1476
"1216932","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__bornimense",1452
"182773","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__isatidis",1349
"360422","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__tagluense",1305
"2320868","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__manihotivorum",1226
"1542","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__novyi",1219
"1509","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__sporogenes",1185
"1519","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__tyrobutyricum",1173
"1561","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__baratii",1137
"1492","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__butyricum",1116
"29341","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__argentinense",1067
"1513","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__tetani",947
"217159","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__carboxidivorans",918
"2068654","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__fermenticellae",878
"84022","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__aceticum",855
"1497","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__formicaceticum",802
"1494","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__cochlearium",774
"394958","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__taeniosporum",690
"1488","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__acetobutylicum",660
"46867","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__chauvoei",620
"332101","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__drakei",459
"1504","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__septicum",414
"94869","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__gasigenes",337
"1538","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__ljungdahlii",24
"84023","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__autoethanogenum",22
"223919","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__diolis",10
"84025","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__haemolyticum",3
"154046","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Hungatella","s__hathewayi",134579
"1848399","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Crassaminicella","s__",14
"2855394","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Crassaminicella","s__indica",1173
"2599308","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Crassaminicella","s__thermophila",1097
"1286698","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Crassaminicella","s__profunda",823
"3036945","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Proteiniclasticum","s__sp. QWL-01",2831
"2576307","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Caloramator","s__sp. E03",890
"3029174","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Caloramator","s__sp. Dgby_cultured_2",770
"3023090","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Caloramator","s__sp. mosi_1",543
"2999116","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Oceanirhabdus","s__sp. W0125-5",1180
"1041504","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Candidatus Arthromitus","s__sp. SFB-rat-Yit",164
"1508644","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Candidatus Arthromitus","s__sp. SFB-mouse-NL",11
"49118","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Candidatus Arthromitus","s__sp. SFB-mouse",3
"2726954","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Sarcina","s__sp. JB2",578
"1498","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Hathewaya","s__histolytica",436
"3085642","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Butyricicoccaceae","g__","s__",4027
"3079303","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Butyricicoccaceae","g__Intestinibacillus","s__sp. NTUH-41-i26",72803
"3079302","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Butyricicoccaceae","g__Agathobaculum","s__sp. NTUH-O15-33",26232
"2109686","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Butyricicoccaceae","g__Butyricicoccus","s__sp. GAM44",2381
"2086584","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Butyricicoccaceae","g__Massilistercora","s__timonensis",27749
"2610895","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Butyricicoccaceae","g__Flintibacter","s__sp. KGMB00164",22600
"1297617","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Butyricicoccaceae","g__Intestinimonas","s__butyriciproducens",20064
"3111540","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriales Family XIII. Incertae Sedis","g__Sinanaerobacter","s__sp. ZZT-01",2917
"3050072","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriales Family XIII. Incertae Sedis","g__Proteiniborus","s__sp. MB09-C3",1968
"73918","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiales Family XVII. Incertae Sedis","g__Thermaerobacter","s__",305
"2293838","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiales Family XVII. Incertae Sedis","g__Thermaerobacter","s__sp. PB12/4term",312
"2546351","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiales Family XVII. Incertae Sedis","g__Thermaerobacter","s__sp. FW80",48
"73919","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiales Family XVII. Incertae Sedis","g__Thermaerobacter","s__marianensis",318
"554949","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiales Family XVII. Incertae Sedis","g__Thermaerobacter","s__composti",138
"178899","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiales Family XVI. Incertae Sedis","g__Carboxydocella","s__thermautotrophica",736
"1686313","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiales Family XVI. Incertae Sedis","g__Fenollaria","s__",41
"2811778","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiales Family XVI. Incertae Sedis","g__Fenollaria","s__sporofastidiosus",114
"938288","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Clostridiales Family XVI. Incertae Sedis","g__Fenollaria","s__massiliensis",68
"186806","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__","s__",58
"1730","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__",3416
"39496","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__ventriosum",21149
"2041044","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__maltosivorans",11983
"2841528","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__sp. MSJ-33",9473
"53442","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__callanderi",8671
"1736","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__limosum",6455
"33951","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Acetobacterium","s__",625
"52694","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Acetobacterium","s__wieringae",2340
"217139","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Acetobacterium","s__uncultured Acetobacterium sp.",1637
"2184575","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Acetobacterium","s__sp. KB-1",1586
"33952","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Acetobacterium","s__woodii",1058
"2815577","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Alkalibacter","s__rhizosphaerae",2050
"3082771","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Acutalibacteraceae","g__","s__",2192
"1738645","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Acutalibacteraceae","g__Caproiciproducens","s__",166
"3030017","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Acutalibacteraceae","g__Caproiciproducens","s__sp. CPB-2",4672
"2507162","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Acutalibacteraceae","g__Caproiciproducens","s__sp. NJN-50",120
"1738647","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Acutalibacteraceae","g__Caproiciproducens","s__uncultured Caproiciproducens sp.",2778
"1796620","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Acutalibacteraceae","g__Acutalibacter","s__muris",7394
"2576755","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Acutalibacteraceae","g__Caproicibacter","s__",35
"2576756","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Acutalibacteraceae","g__Caproicibacter","s__fermentans",3056
"3110227","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Acutalibacteraceae","g__Caproicibacter","s__sp. BJN0012",328
"2937909","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__","s__",213
"36853","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Desulfitobacterium","s__",145
"49338","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Desulfitobacterium","s__hafniense",2078
"36854","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Desulfitobacterium","s__dehalogenans",1428
"233055","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Desulfitobacterium","s__dichloroeliminans",1058
"142877","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Desulfitobacterium","s__metallireducens",632
"79206","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Desulfosporosinus","s__",212
"339862","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Desulfosporosinus","s__youngiae",1190
"885581","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Desulfosporosinus","s__acidiphilus",1101
"1563","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Desulfosporosinus","s__orientis",1025
"79209","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Desulfosporosinus","s__meridiei",381
"56112","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Dehalobacter","s__",650
"2907827","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Dehalobacter","s__sp. DCM",1179
"1131462","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Dehalobacter","s__sp. CF",98
"1147129","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Dehalobacter","s__sp. DCA",28
"55583","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Dehalobacter","s__restrictus",1362
"51197","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Syntrophobotulus","s__glycolicus",1212
"186807","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Peptococcaceae","g__","s__",2
"2916693","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Peptococcaceae","g__Desulforamulus","s__",16
"1564","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Peptococcaceae","g__Desulforamulus","s__ruminis",1266
"1833852","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Peptococcaceae","g__Desulforamulus","s__ferrireducens",858
"59610","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Peptococcaceae","g__Desulforamulus","s__reducens",813
"51515","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Peptococcaceae","g__Dehalobacterium","s__formicoaceticum",2136
"1761012","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Peptococcaceae","g__Candidatus Formimonas","s__warabiya",1371
"1712410","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Peptococcaceae","g__Thermanaerosceptrum","s__fracticalcis",739
"471827","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Peptococcaceae","g__Candidatus Desulforudis","s__audaxviator",544
"58138","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Peptococcaceae","g__Desulfofarcimen","s__acetoxidans",385
"1561005","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Peptococcaceae","g__Acididesulfobacillus","s__acetoxydans",344
"3046369","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Aristaeellaceae","g__Aristaeella","s__",313
"3046383","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Aristaeellaceae","g__Aristaeella","s__lactis",4089
"3046382","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Aristaeellaceae","g__Aristaeella","s__hokkaidonensis",4036
"2086585","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Maliibacteriaceae","g__Maliibacterium","s__massiliense",2706
"35701","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Heliobacteriaceae","g__Heliomicrobium","s__modesticaldum",786
"356322","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Heliobacteriaceae","g__Heliorestis","s__convoluta",507
"68298","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Syntrophomonadaceae","g__","s__",3
"863","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Syntrophomonadaceae","g__Syntrophomonas","s__wolfei",405
"86170","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Syntrophomonadaceae","g__Syntrophothermus","s__lipocalidus",345
"2293317","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Syntrophomonadaceae","g__Candidatus Syntrophocurvum","s__alkaliphilum",76
"543349","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Symbiobacteriaceae","g__","s__",7
"2734","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Symbiobacteriaceae","g__Symbiobacterium","s__thermophilum",593
"671077","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Symbiobacteriaceae","g__Caldinitratiruptor","s__microaerophilus",197
"1565","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfotomaculaceae","g__Desulfotomaculum","s__nigrificans",796
"863643","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Thermincolaceae","g__Thermincola","s__potens",568
"102134","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Desulfallaceae","g__Desulfoscipio","s__gibsoniae",500
"2731377","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Proteinivoraceae","g__Alkalicella","s__caledoniensis",388
"3082720","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales","f__","g__","s__",754
"186804","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales","f__Peptostreptococcaceae","g__","s__",657
"1870884","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales","f__Peptostreptococcaceae","g__Clostridioides","s__",4
"1496","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales","f__Peptostreptococcaceae","g__Clostridioides","s__difficile",345877
"2770772","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales","f__Peptostreptococcaceae","g__Clostridioides","s__sp. ES-S-0107-01",31
"2770786","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales","f__Peptostreptococcaceae","g__Clostridioides","s__sp. ES-S-0173-01",4
"261299","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales","f__Peptostreptococcaceae","g__Intestinibacter","s__bartlettii",9599
